method,id,set,group_id,gate_on
direct,nfp_1138,nfp,g_260386fe3ee7c7f6,0
direct,nfp_1139,nfp,g_61f0226e4520c63c,0
direct,nfp_1140,nfp,g_e877b34361cd93f1,0
direct,nfp_1141,nfp,g_1e7c9dc5e4b83795,0
direct,nfp_1142,nfp,g_39f621c8085e4c8d,1
direct,nfp_1143,nfp,g_2583f3f881a97214,1
direct,nfp_1144,nfp,g_aeae73a3fb6f4db8,0
direct,nfp_1145,nfp,g_9cc0beeafd47f952,0
direct,nfp_1146,nfp,g_27cc601d9bd91fc4,0
direct,nfp_1147,nfp,g_b907a80c42330a9e,1
direct,nfp_1148,nfp,g_d0ebc3705e830e29,1
direct,nfp_1149,nfp,g_a5819042ea243e01,0
